System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode
R019-DF0119,NotYetActivated,Monument,1,FALSE,FALSE,Under Tree,TRUE,R019,Veterans Park,R019,,R-01,R,"100,039,131",DRINKFTN,I,R019,Monument-Veterans Park,501,49,121,10302
R022-DF0148,NotYetActivated,A,1,TRUE,FALSE,Out in Open,TRUE,R022,Silver Lake Park,R022-ZN01,Silver Lake Park Zone 1,R-01,R,"100,039,381",DRINKFTN,I,R022-ZN01,A-Silver Lake Park-Silver Lake Park Zone 1,501,49,120,10301
R022-DF0149,Activated,Other,1,FALSE,FALSE,Under Tree,TRUE,R022,Silver Lake Park,R022-ZN01,Silver Lake Park Zone 1,R-01,R,"100,039,324",DRINKFTN,I,R022-ZN01,Other-Silver Lake Park-Silver Lake Park Zone 1,501,49,120,10301
R022-DF0150,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R022,Silver Lake Park,R022-ZN02,Silver Lake Park Zone 2,R-01,R,"100,039,356",DRINKFTN,I,R022-ZN02,A-Silver Lake Park-Silver Lake Park Zone 2,501,49,120,10301
R022-DF0151,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R022,Silver Lake Park,R022-ZN02,Silver Lake Park Zone 2,R-01,R,"100,039,338",DRINKFTN,I,R022-ZN02,A-Silver Lake Park-Silver Lake Park Zone 2,501,49,120,10301
R022-DF0152,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R022,Silver Lake Park,R022-ZN02,Silver Lake Park Zone 2,R-01,R,"100,039,376",DRINKFTN,I,R022-ZN02,A-Silver Lake Park-Silver Lake Park Zone 2,501,49,120,10301
R022-DF0153,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,R022,Silver Lake Park,R022-ZN01,Silver Lake Park Zone 1,R-01,R,"100,039,378",DRINKFTN,I,R022-ZN01,A-Silver Lake Park-Silver Lake Park Zone 1,501,49,120,10301
R022-DF0154,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,R022,Silver Lake Park,R022-ZN01,Silver Lake Park Zone 1,R-01,R,"100,039,300",DRINKFTN,I,R022-ZN01,A-Silver Lake Park-Silver Lake Park Zone 1,501,49,120,10301
R022-DF0155,Activated,A,1,TRUE,TRUE,Near Ballfield,TRUE,R022,Silver Lake Park,R022-04,Silver Lake Park Playground,R-01,R,"100,039,327",DRINKFTN,I,R022-04,A-Silver Lake Park-Silver Lake Park Playground,501,49,120,10301
R022-DF0156,Activated,Bottle Filler High Low,3,TRUE,FALSE,Out in Open,TRUE,R022,Silver Lake Park,R022-04,Silver Lake Park Playground,R-01,R,"100,039,358",DRINKFTN,I,R022-04,Bottle Filler High Low-Silver Lake Park-Silver Lake Park Playground,501,49,120,10301
R022-DF0157,Activated,A,1,FALSE,FALSE,Under Tree,TRUE,R022,Silver Lake Park,R022-04,Silver Lake Park Playground,R-01,R,"100,039,379",DRINKFTN,I,R022-04,A-Silver Lake Park-Silver Lake Park Playground,501,49,120,10301
R022-DF0192,Activated,A,1,,FALSE,,TRUE,R022,Silver Lake Park,R022,,R-01,R,"100,043,454",DRINKFTN,I,R022,A-Silver Lake Park,501,49,120,10301
R022-DF0206,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R022,Silver Lake Park,R022-ZN01,Silver Lake Park Zone 1,R-01,R,"100,043,470",DRINKFTN,I,R022-BLG0001,Indoor Drinking Fountain-Silver Lake Park-Staten Island Greenhouse,501,49,120,10301
R022-DF0213,Activated,Slop Sink,1,,TRUE,Indoor,FALSE,R022,Silver Lake Park,R022-04,Silver Lake Park Playground,R-01,R,"100,042,340",DRINKFTN,I,R022-BLG1273,Slop Sink-Silver Lake Park-Field House,501,49,120,10301
R022-DF0256,Activated,Food Prep Sink,1,,TRUE,Indoor,FALSE,R022,Silver Lake Park,R022-04,Silver Lake Park Playground,R-01,R,"100,043,463",DRINKFTN,I,R022-BLG1273,Food Prep Sink-Silver Lake Park-Silver Lake Field House,501,49,120,10301
R024-DF0062,Activated,C,1,,TRUE,Under Tree,TRUE,R024,Tompkinsville Park,R024,,R-01,R,"100,038,963",DRINKFTN,I,R024,C-Tompkinsville Park,501,49,120,10301
,Activated,Bottle Filler Fountain,,,FALSE,,TRUE,,,,,Q-14,Q,,DRINKFTN,,,,,,,
R025-DF0102,Activated,C,1,FALSE,TRUE,Out in Open,TRUE,R025,Mahoney Playground,R025,,R-01,R,"100,039,142",DRINKFTN,I,R025,C-Mahoney Playground,501,49,120,10301
R025-DF0103,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,R025,Mahoney Playground,R025,,R-01,R,"100,039,166",DRINKFTN,I,R025,C-Mahoney Playground,501,49,120,10301
R026-DF0010,Activated,F,1,FALSE,FALSE,Near Ballfield,TRUE,R026,Gerard P. Dugan Playground,R026,,R-03,R,"100,038,425",DRINKFTN,I,R026,F-Dugan Playground,503,50,122,10306
R026-DF0011,Activated,F,1,FALSE,FALSE,Near Ballfield,TRUE,R026,Gerard P. Dugan Playground,R026,,R-03,R,"100,038,408",DRINKFTN,I,R026,F-Dugan Playground,503,50,122,10306
R026-DF0012,Activated,D,1,TRUE,FALSE,In Playground,TRUE,R026,Gerard P. Dugan Playground,R026,,R-03,R,"100,038,443",DRINKFTN,I,R026,D-Dugan Playground,503,50,122,10306
R027A-DF0142,Activated,C,1,FALSE,FALSE,In Playground,TRUE,R027A,Aesop Park,R027A,,R-03,R,"100,039,245",DRINKFTN,I,R027A,C-Aesop Park,503,51,123,10309
R028-DF0063,Activated,E High Low,2,TRUE,FALSE,Out in Open,TRUE,R028,Tappen Park,R028,,R-01,R,"100,038,946",DRINKFTN,I,R028,E High Low-Tappen Park,501,49,120,10304
R028-DF0064,Activated,E,1,,FALSE,Under Tree,TRUE,R028,Tappen Park,R028,,R-01,R,"100,038,971",DRINKFTN,I,R028,E-Tappen Park,501,49,120,10304
R028-DF0065,Activated,E and Dog,2,TRUE,FALSE,Out in Open,TRUE,R028,Tappen Park,R028,,R-01,R,"100,038,985",DRINKFTN,I,R028,E and Dog-Tappen Park,501,49,120,10304
R028-DF0258,Activated,A,1,,FALSE,Out in Open,TRUE,R028,Tappen Park,R028,,R-01,R,"100,043,438",DRINKFTN,I,R028,A-Tappen Park,501,49,120,10304
R029-DF0126,Activated,B,1,TRUE,FALSE,Out in Open,TRUE,R029,Westerleigh Park,R029,,R-01,R,"100,039,126",DRINKFTN,I,R029,B-Westerleigh Park,501,50,121,10314
R030-DF0018,Activated,A,1,,FALSE,Near Ballfield,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,038,811",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0019,Activated,A,1,,FALSE,Near Ballfield,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,038,837",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0020,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,038,862",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0022,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,038,831",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0174,Activated,A,1,,FALSE,,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,043,442",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0190,Activated,A,1,,TRUE,,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,043,440",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R030-DF0191,Activated,A,1,,FALSE,,TRUE,R030,Willowbrook Park,R065-ZN08,Willowbrook Park Recreational Area,R-02,R,"100,043,478",DRINKFTN,I,R065-ZN08,A-Willowbrook Park-Willowbrook Park Recreational Area,502,50,121,10314
R031-DF0144,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R031,Wolfe's Pond Park,R031-ZN03,Wolfe's Pond Park Zone 3,R-03,R,"100,039,332",DRINKFTN,I,R031-ZN03,A-Wolfe's Pond Park-Wolfe's Pond Park Zone 3,503,51,123,10312
R031-DF0145,Activated,A,1,FALSE,FALSE,Out in Open,TRUE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,039,334",DRINKFTN,I,R031-ZN02,A-Wolfe's Pond Park-Wolfe's Pond Park Zone 2,503,51,123,10312
R031-DF0146,Activated,A,1,TRUE,TRUE,Out in Open,TRUE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,039,363",DRINKFTN,I,R031-ZN02,A-Wolfe's Pond Park-Wolfe's Pond Park Zone 2,503,51,123,10309
R031-DF0147,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,039,385",DRINKFTN,I,R031-ZN02,A-Wolfe's Pond Park-Wolfe's Pond Park Zone 2,503,51,123,10309
R031-DF0175,NotYetActivated,D,1,,FALSE,,TRUE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,043,475",DRINKFTN,I,R031-ZN02,D-Wolfe's Pond Park-Wolfe's Pond Park Zone 2,503,51,123,10312
R031-DF0214,Activated,Slop Sink,1,,TRUE,Indoor,FALSE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,043,483",DRINKFTN,I,R031-ZN02-BLG1353,Slop Sink-Wolfe's Pond Park-Comfort Station,503,51,123,10309
R031-DF0244,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R031,Wolfe's Pond Park,R031-ZN02,Wolfe's Pond Park Zone 2,R-03,R,"100,043,712",DRINKFTN,I,R031-ZN02-BLG9767,Food Prep Sink-Wolfe's Pond Park-Lifeguard North,503,51,123,10309
R034-DF0184,UnderConstruction,Bottle Filler High Low,3,,FALSE,,TRUE,R034,Austin J. McDonald Playground,R034,,R-01,R,"100,043,447",DRINKFTN,I,R034,Bottle Filler High Low-Austin J. McDonald Playground,501,49,120,10310
R034-DF0185,UnderConstruction,Bottle Filler High Low,3,,FALSE,,TRUE,R034,Austin J. McDonald Playground,R034,,R-01,R,"100,043,480",DRINKFTN,I,R034,Bottle Filler High Low-Austin J. McDonald Playground,501,49,120,10310
R035-DF0176,UnderConstruction,E High Low,2,,FALSE,,TRUE,R035,De Matti Park,R035,,R-01,R,"100,043,469",DRINKFTN,I,R035,E High Low-De Matti Park,501,49,120,10305
R035-DF0177,UnderConstruction,Bottle Filler High Low,3,,FALSE,,TRUE,R035,De Matti Park,R035,,R-01,R,"100,043,456",DRINKFTN,I,R035,Bottle Filler High Low-De Matti Park,501,49,120,10305
R036-DF0116,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R036,Mariners Harbor Playground,R036,,R-01,R,"100,039,158",DRINKFTN,I,R036,A-Mariners Harbor Playground,501,49,121,10303
R037-DF0099,NotYetActivated,A,1,TRUE,TRUE,In Shade,TRUE,R037,Liotti Ikefugi Playground,R037,,R-01,R,"100,039,171",DRINKFTN,I,R037,A-Liotti Ikefugi Playground,501,49,120,10301
R038A-DF0055,Activated,A,1,TRUE,FALSE,In Playground,TRUE,R038A,Midland Field,R038A,,R-02B,R,"100,038,978",DRINKFTN,I,R038A,A-Midland Field,502,50,122,10306
R038A-DF0056,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R038A,Midland Field,R038A,,R-02B,R,"100,038,981",DRINKFTN,I,R038A,A-Midland Field,502,50,122,10306
R038A-DF0057,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R038A,Midland Field,R038A,,R-02B,R,"100,038,931",DRINKFTN,I,R038A,A-Midland Field,502,50,122,10306
R038A-DF0058,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R038A,Midland Field,R038A,,R-02B,R,"100,038,954",DRINKFTN,I,R038A,A-Midland Field,502,50,122,10306
R038A-DF0059,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R038A,Midland Field,R038A,,R-02B,R,"100,038,905",DRINKFTN,I,R038A,A-Midland Field,502,50,122,10306
R038A-DF0240,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,R038A,Midland Field,R038A,,R-02,R,"100,043,473",DRINKFTN,I,R038A-BLG1306,Bathroom Sink-Midland Field-Midland Field Comfort,502,50,122,10306
R038A-DF0241,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,R038A,Midland Field,R038A,,R-02,R,"100,043,446",DRINKFTN,I,R038A-BLG1306,Bathroom Sink-Midland Field-Midland Field Comfort,502,50,122,10306
R038-DF0060,Activated,A,1,TRUE,TRUE,In Playground,TRUE,R038,Midland Playground,R038,,R-02B,R,"100,038,928",DRINKFTN,I,R038,A-Midland Playground,502,50,122,10306
R038-DF0061,Activated,A,1,TRUE,FALSE,"Near Ballfield, In Playground",TRUE,R038,Midland Playground,R038,,R-02B,R,"100,038,951",DRINKFTN,I,R038,A-Midland Playground,502,50,122,10306
R042-DF0008,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,R042,Kaltenmeier Playground,R042,,R-01,R,"100,038,172",DRINKFTN,I,R042,A-Kaltenmeier Playground,501,49,120,10305
R043-DF0171,Activated,D,1,FALSE,FALSE,Out in Open,TRUE,R043,Lyons Pool,R043,,R-01,R,"100,039,317",DRINKFTN,I,R043,D-Lyons Pool,501,49,120,10301
R043-DF0172,Activated,D,1,FALSE,TRUE,Out in Open,TRUE,R043,Lyons Pool,R043,,R-01,R,"100,039,350",DRINKFTN,I,R043,D-Lyons Pool,501,49,120,10301
R043-DF0173,Activated,D,1,FALSE,TRUE,Out in Open,TRUE,R043,Lyons Pool,R043,,R-01,R,"100,039,319",DRINKFTN,I,R043,D-Lyons Pool,501,49,120,10301
R043-DF0207,Activated,Water Cooler,1,,TRUE,Indoor,FALSE,R043,Lyons Pool,R043,,R-01,R,"100,042,326",DRINKFTN,I,R043-BLG1264,Water Cooler-Lyons Pool-Lyons Pool Recreation Center,501,49,120,10301
R043-DF0208,Activated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,R043,Lyons Pool,R043,,R-01,R,"100,042,328",DRINKFTN,I,R043-BLG1264,Indoor Drinking Fountain-Lyons Pool-Recreation Center,501,49,120,10301
R043-DF0209,Activated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,R043,Lyons Pool,R043,,RR-09,R,"100,042,327",DRINKFTN,I,R043-BLG1264,Indoor Drinking Fountain-Lyons Pool-Recreation Center,501,49,120,10301
R043-DF0210,Activated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,R043,Lyons Pool,R043,,R-01,R,"100,043,482",DRINKFTN,I,R043-BLG1264,Indoor Drinking Fountain-Lyons Pool-Recreation Center,501,49,120,10301
R043-DF0211,Activated,Slop Sink,1,,FALSE,Indoor,FALSE,R043,Lyons Pool,R043,,R-01,R,"100,043,479",DRINKFTN,I,R043-BLG1264,Slop Sink-Lyons Pool-Lyons Pool Recreation Center,501,49,120,10301
R043-DF0212,Activated,Slop Sink,1,,TRUE,Indoor,FALSE,R043,Lyons Pool,R043,,R-01,R,"100,042,325",DRINKFTN,I,R043-BLG1264,Slop Sink-Lyons Pool-Lyons Pool Recreation Center,501,49,120,10301
R045-DF0024,Activated,Trough,1,FALSE,FALSE,Just Outside Playground,TRUE,R045,Schmul Park,R045-01,Schmul Park,R-02,R,"100,038,885",DRINKFTN,I,R045-01,Trough-Schmul Park-Schmul Park,502,50,121,10314
R045-DF0025,Activated,Dog Fountain,1,FALSE,FALSE,In Shade,TRUE,R045,Schmul Park,R045-01,Schmul Park,R-02,R,"100,038,809",DRINKFTN,I,R045-01,Dog Fountain-Schmul Park-Schmul Park,502,50,121,10314
R045-DF0026,Activated,Trough,1,FALSE,FALSE,Just Outside Playground,TRUE,R045,Schmul Park,R045-01,Schmul Park,R-02,R,"100,038,835",DRINKFTN,I,R045-01,Trough-Schmul Park-Schmul Park,502,50,121,10314
R045-DF0027,Activated,Trough,1,FALSE,FALSE,Near Ballfield,TRUE,R045,Schmul Park,R045-01,Schmul Park,R-02,R,"100,038,860",DRINKFTN,I,R045-01,Trough-Schmul Park-Schmul Park,502,50,121,10314
R046-DF0030,NotYetActivated,A,1,TRUE,FALSE,Under Tree,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,848",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0031,Activated,C,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-06,Midland Playground,R-02,R,"100,038,874",DRINKFTN,I,R046-06,C-Franklin D. Roosevelt Boardwalk and Beach-Midland Playground,595,50,122,10305
R046-DF0032,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,821",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0033,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,844",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
X085-DF0362,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,X085,Slattery Playground,X085,,X-05,X,"100,039,287",DRINKFTN,I,X085,A-Slattery Playground,205,15,46,10458
R046-DF0034,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,870",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0035,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,871",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0036,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,793",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0037,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,822",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0038,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,872",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0039,Activated,A,1,TRUE,TRUE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,845",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0040,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,843",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0041,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,869",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0042,Activated,A,1,TRUE,TRUE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,883",DRINKFTN,I,R046-ZN05,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0043,NotYetActivated,E,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,982",DRINKFTN,I,R046-ZN05,E-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0044,Activated,Bottle Filler High Low,3,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02,R,"100,038,909",DRINKFTN,I,R046-ZN05,Bottle Filler High Low-FDR Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R046-DF0045,Activated,D,1,TRUE,FALSE,In Playground,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-07,Midland Beach Playground,R-02,R,"100,038,932",DRINKFTN,I,R046-07,D-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Playground,595,50,122,10305
R046-DF0046,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,955",DRINKFTN,I,R046-ZN04,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0047,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,983",DRINKFTN,I,R046-ZN04,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0048,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,910",DRINKFTN,I,R046-ZN04,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0049,Activated,A,1,TRUE,TRUE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,933",DRINKFTN,I,R046-ZN04,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0050,Activated,E and Dog,2,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,977",DRINKFTN,I,R046-ZN04,E and Dog-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0051,Activated,E and Dog,2,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,970",DRINKFTN,I,R046-ZN04,E and Dog-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0052,Activated,E High Low,2,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,907",DRINKFTN,I,R046-ZN04,E High Low-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0053,Activated,E High Low,2,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,930",DRINKFTN,I,R046-ZN04,E High Low-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0054,Activated,E,1,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN04,Midland Beach Zone 4,R-02,R,"100,038,953",DRINKFTN,I,R046-ZN04,E-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 4,595,50,122,10305
R046-DF0075,Activated,D,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,South Beach Zone 1,R-02B,R,"100,038,925",DRINKFTN,I,R046-ZN01,D-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 1,595,50,122,10305
R046-DF0076,Activated,D,1,TRUE,FALSE,Just Outside Playground,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,South Beach Zone 1,R-02B,R,"100,038,948",DRINKFTN,I,R046-ZN01,D-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 1,595,50,122,10305
R046-DF0077,Activated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,South Beach Zone 1,R-02B,R,"100,038,973",DRINKFTN,I,R046-ZN01,D-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 1,595,50,122,10305
R046-DF0078,Activated,D,1,TRUE,TRUE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,South Beach Zone 1,R-02B,R,"100,038,903",DRINKFTN,I,R046-ZN01,D-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 1,595,50,122,10305
R046-DF0079,Activated,Bottle Filler High Low,3,FALSE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,South Beach Zone 1,R-02B,R,"100,038,926",DRINKFTN,I,R046-ZN01,Bottle Filler High Low-FDR Boardwalk & Beach-South Beach Zone 1,595,50,122,10305
R046-DF0080,Activated,E,1,FALSE,TRUE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN02,South Beach Zone 2,R-02B,R,"100,038,949",DRINKFTN,I,R046-ZN02,E-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 2,595,50,122,10305
R046-DF0082,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN02,South Beach Zone 2,R-02B,R,"100,038,945",DRINKFTN,I,R046-ZN02,A-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 2,595,50,122,10305
R046-DF0083,Activated,C,1,FALSE,TRUE,In Playground,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-05,Playland,R-02B,R,"100,038,968",DRINKFTN,I,R046-05,C-Franklin D. Roosevelt Boardwalk and Beach-Playland,595,50,122,10305
